trade_id;internal_ts;direction;pair;strategy;spread_pct;ex1;ex1_order_id;ex1_type;ex1_side;ex1_qty_ordered;ex1_qty_filled;ex1_price_expected;ex1_price_actual;ex1_value_usdt;ex1_fees;ex1_create_ts;ex1_status;ex2;ex2_order_id;ex2_type;ex2_side;ex2_qty_ordered;ex2_qty_filled;ex2_price_expected;ex2_price_actual;ex2_value_usdt;ex2_fees;ex2_create_ts;ex2_status;profit_usdt_expected;profit_mpc_expected;profit_usdt_actual;profit_mpc_actual;limit_watch_status;limit_last_check;error_code;error_message;raw_ex1_response;raw_ex2_response;raw_ex2_response_ts
1b1611211e;2026-05-27T22:17:31.251991;MXC->KCN;MPC-USDT;USDT;2,494356659;MXC;C02__688414538755608579119;market;buy;152;152;0,01772;0,01772;1,473418;0;2026-05-27 22:17:32.028;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688414538755608579119"", ""quantity"": ""83.15"", ""amount"": ""1.473418"", ""fees"": 0.0, ""price"": ""0.017719999999999996"", ""executedQty"": ""83.15"", ""cummulativeQuoteQty"": ""1.473418"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 83.15, ""price_actual"": 0.01772, ""value_usdt"": 1.473418, ""fees"": 0.0, ""create_ts"": 1779913052000}]}";;
1b1611211e_ex1p1;;;;;;;;;;;0,46;;0,01752;0,008059;0,000004;2026-05-27 22:17:32.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b1611211e_ex1p2;;;;;;;;;;;68,39;;0,01764;1,2064;0,000603;2026-05-27 22:17:32.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b1611211e_ex1p3;;;;;;;;;;;83,15;;0,01772;1,473418;0,000737;2026-05-27 22:17:32.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b1611211e_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a17515d1296f100074afb9f;limit;sell;83;83;0,018162;0,018162;0;0,004522338;;PARTIAL;0,034028;69;;69;FILLED;2026-05-27T22:17:37.253927;;;;"{""orderId"": ""6a17515d1296f100074afb9f""}";2026-05-27T22:17:33.306823
1b1611211e_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a17515d1296f100074afb9f;limit;sell;;83;;0,018162;0;1,507446;0,004522;2026-05-27 22:17:33.000;FILLED;;;;FILLED;FILLED;;;;;
1b16113062;2026-05-27T22:17:46.016410;MXC->KCN;MPC-USDT;USDT;2,477426637;MXC;C02__688414602798489601119;market;buy;113;113;0,01772;0,01793;0,5911521;0;27.05.2026 22:17;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688414602798489601119"", ""quantity"": ""32.97"", ""amount"": ""0.5911521"", ""fees"": 0.0, ""price"": ""0.017929999999999998"", ""executedQty"": ""32.97"", ""cummulativeQuoteQty"": ""0.5911521"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 32.97, ""price_actual"": 0.01793, ""value_usdt"": 0.5911521, ""fees"": 0.0, ""create_ts"": 1779913067000}]}";;
1b16113062_ex1p1;;;;;;;;;;;0,3;;0,01772;0,005316;0,000003;2026-05-27 22:17:47.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b16113062_ex1p2;;;;;;;;;;;79,73;;0,01789;1,42637;0,000713;2026-05-27 22:17:47.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b16113062_ex1p3;;;;;;;;;;;32,97;;0,01793;0,591152;0,000296;2026-05-27 22:17:47.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b16113062_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1751979c8d050007ecf50d;limit;sell;33;33;0,018941;0,018941;0,625053;0,001875159;;PARTIAL;0,015196586;80;;113;FILLED;2026-05-27T22:17:48.991997;;;;"{""orderId"": ""6a17516caf78b5000775da5a""}";2026-05-27T22:17:48.990122
1b16113062_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1751979c8d050007ecf50d;limit;sell;;33;0,018941;0,018941;0,625053;0,625053;0,001875159;2026-05-28T12:29:16.001000;FILLED;;;;FILLED;CANCELLED;;;;;
1b16113647;2026-05-27T22:17:52.189627;MXC->KCN;MPC-USDT;USDT;1,277189069;MXC;C02__688414627339358208119;market;buy;112;112;0,01793;0,018;1,21914;0;27.05.2026 22:17;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688414627339358208119"", ""quantity"": ""67.73"", ""amount"": ""1.21914"", ""fees"": 0.0, ""price"": ""0.018"", ""executedQty"": ""67.73"", ""cummulativeQuoteQty"": ""1.21914"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 67.73, ""price_actual"": 0.018, ""value_usdt"": 1.21914, ""fees"": 0.0, ""create_ts"": 1779913073000}]}";;
1b16113647_ex1p1;;;;;;;;;;;44,27;;0,01793;0,793761;0,000397;2026-05-27 22:17:53.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b16113647_ex1p2;;;;;;;;;;;67,73;;0,018;1,21914;0,00061;2026-05-27 22:17:53.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b16113647_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1751910970a10007e9173d;limit;sell;68;68;0,018935;0,018935;1,28758;0,00386274;;PARTIAL;0,020492794;44;;112;FILLED;2026-05-27T22:17:54.713606;;;;"{""orderId"": ""6a175172571a870007c90fa9""}";2026-05-27T22:17:54.711558
1b16113647_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1751910970a10007e9173d;limit;sell;;68;0,018935;0,018935;1,28758;1,28758;0,00386274;2026-05-28T12:29:16.001000;FILLED;;;;FILLED;CANCELLED;;;;;
1b16121b13;2026-05-27T22:18:25.082011;MXC->KCN;MPC-USDT;USDT;3,407407407;MXC;C02__688414764631461888119;market;buy;183;183;0,01755;0,01755;3,21165;0;27.05.2026 22:18;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688414764631461888119"", ""quantity"": ""183.0"", ""amount"": ""3.21165"", ""fees"": 0.0, ""price"": ""0.01755"", ""executedQty"": ""183.0"", ""cummulativeQuoteQty"": ""3.21165"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 183.0, ""price_actual"": 0.01755, ""value_usdt"": 3.21165, ""fees"": 0.0, ""create_ts"": 1779913106000}]}";;
1b16121b13_ex1p1;;;;;;;;;;;183;;0,01755;3,21165;0,001606;2026-05-27 22:18:26.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
